dataset,question,setting_key,split,special_block,metric,value
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,valid,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_only,test,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,valid,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,no_auxiliary,test,config_snapshot,new_user_field,0.0
foursquare,objective,zloss_only,valid,slices,target_popularity_abs,0.0
foursquare,objective,zloss_only,valid,slices,target_popularity_abs_legacy,0.0
foursquare,objective,zloss_only,valid,slices,session_len,0.0
foursquare,objective,zloss_only,valid,slices,session_len_legacy,0.0
foursquare,objective,zloss_only,valid,counts,target_popularity_abs,0.0
foursquare,objective,zloss_only,valid,counts,target_popularity_abs_legacy,0.0
foursquare,objective,zloss_only,valid,counts,session_len,0.0
foursquare,objective,zloss_only,valid,counts,session_len_legacy,0.0
foursquare,objective,zloss_only,valid,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,zloss_only,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,zloss_only,valid,config_snapshot,session_len_bins,0.0
foursquare,objective,zloss_only,valid,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,zloss_only,valid,config_snapshot,item_count_source,0.0
foursquare,objective,zloss_only,valid,config_snapshot,item_count_definition,0.0
foursquare,objective,zloss_only,valid,config_snapshot,new_user_enabled,0.0
foursquare,objective,zloss_only,valid,config_snapshot,feature_logging_available,1.0
foursquare,objective,zloss_only,valid,config_snapshot,split,0.0
foursquare,objective,zloss_only,valid,config_snapshot,item_seq_len_field,0.0
foursquare,objective,zloss_only,valid,config_snapshot,new_user_field,0.0
foursquare,objective,zloss_only,test,slices,target_popularity_abs,0.0
foursquare,objective,zloss_only,test,slices,target_popularity_abs_legacy,0.0
foursquare,objective,zloss_only,test,slices,session_len,0.0
foursquare,objective,zloss_only,test,slices,session_len_legacy,0.0
foursquare,objective,zloss_only,test,counts,target_popularity_abs,0.0
foursquare,objective,zloss_only,test,counts,target_popularity_abs_legacy,0.0
foursquare,objective,zloss_only,test,counts,session_len,0.0
foursquare,objective,zloss_only,test,counts,session_len_legacy,0.0
foursquare,objective,zloss_only,test,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,zloss_only,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,zloss_only,test,config_snapshot,session_len_bins,0.0
foursquare,objective,zloss_only,test,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,zloss_only,test,config_snapshot,item_count_source,0.0
foursquare,objective,zloss_only,test,config_snapshot,item_count_definition,0.0
foursquare,objective,zloss_only,test,config_snapshot,new_user_enabled,0.0
foursquare,objective,zloss_only,test,config_snapshot,feature_logging_available,1.0
foursquare,objective,zloss_only,test,config_snapshot,split,0.0
foursquare,objective,zloss_only,test,config_snapshot,item_seq_len_field,0.0
foursquare,objective,zloss_only,test,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,valid,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,full_objective,test,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,valid,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,zloss_only,test,config_snapshot,new_user_field,0.0
foursquare,objective,consistency_only,valid,slices,target_popularity_abs,0.0
foursquare,objective,consistency_only,valid,slices,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_only,valid,slices,session_len,0.0
foursquare,objective,consistency_only,valid,slices,session_len_legacy,0.0
foursquare,objective,consistency_only,valid,counts,target_popularity_abs,0.0
foursquare,objective,consistency_only,valid,counts,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_only,valid,counts,session_len,0.0
foursquare,objective,consistency_only,valid,counts,session_len_legacy,0.0
foursquare,objective,consistency_only,valid,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,consistency_only,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,consistency_only,valid,config_snapshot,session_len_bins,0.0
foursquare,objective,consistency_only,valid,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,consistency_only,valid,config_snapshot,item_count_source,0.0
foursquare,objective,consistency_only,valid,config_snapshot,item_count_definition,0.0
foursquare,objective,consistency_only,valid,config_snapshot,new_user_enabled,0.0
foursquare,objective,consistency_only,valid,config_snapshot,feature_logging_available,1.0
foursquare,objective,consistency_only,valid,config_snapshot,split,0.0
foursquare,objective,consistency_only,valid,config_snapshot,item_seq_len_field,0.0
foursquare,objective,consistency_only,valid,config_snapshot,new_user_field,0.0
foursquare,objective,consistency_only,test,slices,target_popularity_abs,0.0
foursquare,objective,consistency_only,test,slices,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_only,test,slices,session_len,0.0
foursquare,objective,consistency_only,test,slices,session_len_legacy,0.0
foursquare,objective,consistency_only,test,counts,target_popularity_abs,0.0
foursquare,objective,consistency_only,test,counts,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_only,test,counts,session_len,0.0
foursquare,objective,consistency_only,test,counts,session_len_legacy,0.0
foursquare,objective,consistency_only,test,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,consistency_only,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,consistency_only,test,config_snapshot,session_len_bins,0.0
foursquare,objective,consistency_only,test,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,consistency_only,test,config_snapshot,item_count_source,0.0
foursquare,objective,consistency_only,test,config_snapshot,item_count_definition,0.0
foursquare,objective,consistency_only,test,config_snapshot,new_user_enabled,0.0
foursquare,objective,consistency_only,test,config_snapshot,feature_logging_available,1.0
foursquare,objective,consistency_only,test,config_snapshot,split,0.0
foursquare,objective,consistency_only,test,config_snapshot,item_seq_len_field,0.0
foursquare,objective,consistency_only,test,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,valid,config_snapshot,new_user_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,slices,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,slices,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,slices,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,slices,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,counts,target_popularity_abs,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,counts,target_popularity_abs_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,counts,session_len,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,counts,session_len_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,target_popularity_abs_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,session_len_bins,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,session_len_bins_legacy,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,item_count_source,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,item_count_definition,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,new_user_enabled,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,feature_logging_available,1.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,split,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,item_seq_len_field,0.0
KuaiRecLargeStrictPosV2_0.2,objective,consistency_plus_zloss,test,config_snapshot,new_user_field,0.0
foursquare,objective,balance_only,valid,slices,target_popularity_abs,0.0
foursquare,objective,balance_only,valid,slices,target_popularity_abs_legacy,0.0
foursquare,objective,balance_only,valid,slices,session_len,0.0
foursquare,objective,balance_only,valid,slices,session_len_legacy,0.0
foursquare,objective,balance_only,valid,counts,target_popularity_abs,0.0
foursquare,objective,balance_only,valid,counts,target_popularity_abs_legacy,0.0
foursquare,objective,balance_only,valid,counts,session_len,0.0
foursquare,objective,balance_only,valid,counts,session_len_legacy,0.0
foursquare,objective,balance_only,valid,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,balance_only,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,balance_only,valid,config_snapshot,session_len_bins,0.0
foursquare,objective,balance_only,valid,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,balance_only,valid,config_snapshot,item_count_source,0.0
foursquare,objective,balance_only,valid,config_snapshot,item_count_definition,0.0
foursquare,objective,balance_only,valid,config_snapshot,new_user_enabled,0.0
foursquare,objective,balance_only,valid,config_snapshot,feature_logging_available,1.0
foursquare,objective,balance_only,valid,config_snapshot,split,0.0
foursquare,objective,balance_only,valid,config_snapshot,item_seq_len_field,0.0
foursquare,objective,balance_only,valid,config_snapshot,new_user_field,0.0
foursquare,objective,balance_only,test,slices,target_popularity_abs,0.0
foursquare,objective,balance_only,test,slices,target_popularity_abs_legacy,0.0
foursquare,objective,balance_only,test,slices,session_len,0.0
foursquare,objective,balance_only,test,slices,session_len_legacy,0.0
foursquare,objective,balance_only,test,counts,target_popularity_abs,0.0
foursquare,objective,balance_only,test,counts,target_popularity_abs_legacy,0.0
foursquare,objective,balance_only,test,counts,session_len,0.0
foursquare,objective,balance_only,test,counts,session_len_legacy,0.0
foursquare,objective,balance_only,test,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,balance_only,test,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,balance_only,test,config_snapshot,session_len_bins,0.0
foursquare,objective,balance_only,test,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,balance_only,test,config_snapshot,item_count_source,0.0
foursquare,objective,balance_only,test,config_snapshot,item_count_definition,0.0
foursquare,objective,balance_only,test,config_snapshot,new_user_enabled,0.0
foursquare,objective,balance_only,test,config_snapshot,feature_logging_available,1.0
foursquare,objective,balance_only,test,config_snapshot,split,0.0
foursquare,objective,balance_only,test,config_snapshot,item_seq_len_field,0.0
foursquare,objective,balance_only,test,config_snapshot,new_user_field,0.0
foursquare,objective,consistency_plus_zloss,valid,slices,target_popularity_abs,0.0
foursquare,objective,consistency_plus_zloss,valid,slices,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,slices,session_len,0.0
foursquare,objective,consistency_plus_zloss,valid,slices,session_len_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,counts,target_popularity_abs,0.0
foursquare,objective,consistency_plus_zloss,valid,counts,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,counts,session_len,0.0
foursquare,objective,consistency_plus_zloss,valid,counts,session_len_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,target_popularity_abs_bins,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,target_popularity_abs_bins_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,session_len_bins,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,session_len_bins_legacy,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,item_count_source,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,item_count_definition,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,new_user_enabled,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,feature_logging_available,1.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,split,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,item_seq_len_field,0.0
foursquare,objective,consistency_plus_zloss,valid,config_snapshot,new_user_field,0.0
foursquare,objective,consistency_plus_zloss,test,slices,target_popularity_abs,0.0
foursquare,objective,consistency_plus_zloss,test,slices,target_popularity_abs_legacy,0.0
foursquare,objective,consistency_plus_zloss,test,slices,session_len,0.0
